cohort,bdchm_label,phv,phs,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,participantidphv,associatedvisit,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good
"fhs","fruits","phv00156820","phs000007","pht002150","ffq: blueberries","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","fruits","phv00156808","phs000007","pht002150","ffq: prunes","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","fruits","phv00162179","phs000007","pht002350","ffq: strawberries","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","fruits","phv00172509","phs000007","pht002900","ffq: apricots ( 1 fresh, 1/2 cup canned or 5 dried)","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","fruits","phv00172507","phs000007","pht002900","ffq: blueberries, fresh, frozen or canned","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","fruits","phv00172508","phs000007","pht002900","ffq: peaches or plums (1 fresh or 1/2 cup canned)","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156837","phs000007","pht002150","ffq: mixed vegetables","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162189","phs000007","pht002350","ffq: broccoli","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172538","phs000007","pht002900","ffq: onions as a cooked vegetable, rings or soup","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156834","phs000007","pht002150","ffq: carrots, cooked","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156829","phs000007","pht002150","ffq: broccoli","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162191","phs000007","pht002350","ffq: cauliflower","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162192","phs000007","pht002350","ffq: brussels sprouts","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162195","phs000007","pht002350","ffq: corn","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172515","phs000007","pht002900","ffq: string beans","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156843","phs000007","pht002150","ffq: spinach, raw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162209","phs000007","pht002350","ffq: alfalfa sprouts","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172520","phs000007","pht002900","ffq: cauliflower","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162204","phs000007","pht002350","ffq: kale, mustard, chard greens","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156831","phs000007","pht002150","ffq: cauliflower","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156836","phs000007","pht002150","ffq: peas or lima beans","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172519","phs000007","pht002900","ffq: broccoli","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172521","phs000007","pht002900","ffq: cabbage or coleslaw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172532","phs000007","pht002900","ffq: spinach, raw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156849","phs000007","pht002150","ffq: alfalfa sprouts","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162203","phs000007","pht002350","ffq: spinach, raw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162196","phs000007","pht002350","ffq: peas or lima beans","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162185","phs000007","pht002350","ffq: tomato sauce","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172531","phs000007","pht002900","ffq: spinach, cooked","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172530","phs000007","pht002900","ffq: kale, mustard greens or chard","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172527","phs000007","pht002900","ffq: yams or sweet potatoes","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156825","phs000007","pht002150","ffq: tomato sauce","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156835","phs000007","pht002150","ffq: corn","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162202","phs000007","pht002350","ffq: spinach, cooked","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156839","phs000007","pht002150","ffq: yellow (winter) squash","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172516","phs000007","pht002900","ffq: beans or lentils, baked, dried or soup","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162208","phs000007","pht002350","ffq: beets","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156830","phs000007","pht002150","ffq: cabbage or cole slaw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162200","phs000007","pht002350","ffq: eggplnt, zucchini, summer squash","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156838","phs000007","pht002150","ffq: beans or lentils","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172513","phs000007","pht002900","ffq: tomato sauce e.g., spaghetti sauce","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156832","phs000007","pht002150","ffq: brussels sprouts","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156842","phs000007","pht002150","ffq: spinach, cooked","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172522","phs000007","pht002900","ffq: brussels sprouts","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172525","phs000007","pht002900","ffq: corn (1 ear), or frozen or canned (1/2 cup)","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172518","phs000007","pht002900","ffq: peas or lima beans, fresh, frozen or canned","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162193","phs000007","pht002350","ffq: carrots, raw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162198","phs000007","pht002350","ffq: beans or lentils","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156828","phs000007","pht002150","ffq: string beans","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162190","phs000007","pht002350","ffq: cabbage or cole slaw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156841","phs000007","pht002150","ffq: yams or sweet potatoes","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162197","phs000007","pht002350","ffq: mixed vegetables","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156848","phs000007","pht002150","ffq: beets","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172524","phs000007","pht002900","ffq: carrots, cooked (1/2 cup) or carrot juice (2-3 oz.)","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156840","phs000007","pht002150","ffq: eggplnt, zucchini, summer squash","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156833","phs000007","pht002150","ffq: carrots, raw","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172528","phs000007","pht002900","ffq: dark orange (winter) squash","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172526","phs000007","pht002900","ffq: mixed or stir-fry vegetables (1/2 cup), or vegetable soup (1 cup)","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162194","phs000007","pht002350","ffq: carrots, cooked","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162201","phs000007","pht002350","ffq: yams or sweet potatoes","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00156844","phs000007","pht002150","ffq: kale, mustard, chard greens","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162188","phs000007","pht002350","ffq: string beans","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172529","phs000007","pht002900","ffq: eggplant, zucchini or other summer squash","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00162199","phs000007","pht002350","ffq: yellow (winter) squash","1/2cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"fhs","fruits","phv00172504","phs000007","pht002900","ffq: grapefruit (1/2) or grapefruit juice (small glass)","1/2ofgrapefruitorsmallglassofjuice","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","fruits","phv00172494","phs000007","pht002900","ffq: prunes or dried plums (6 prunes or 1/4 cup)","1/4cup","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00172514","phs000007","pht002900","ffq: salsa, picante or taco sauce","1/4cup","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","fruits","phv00172497","phs000007","pht002900","ffq: cantaloupe","1/4melon","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","fruits","phv00156810","phs000007","pht002150","ffq: cantaloupe","1/4melon","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","fruits","phv00162170","phs000007","pht002350","ffq: cantaloupe","1/4melon","MeasurementObservation","fruit_serving","{#}/wk","OMOP:21493059","phv00162112","FHS OFFSPRING EXAM 8","","","","",,1,1,,0,0,0
"aric","white blood cell count","phv00207257","phs000280","pht004107","white blood count x1000/mm3 (mav). q3 [hematology form. hmta. visit 1]","10*3/mm3","MeasurementObservation","whtbld_ct","10*3/uL","OBA:VT0000217","phv00207267","ARIC EXAM 1","","","","",1,1,1,1,0,0,1
"jhs","platelet count","phv00127616","phs000286","pht001959","platelet th/cmm [visit 1]","10*3/mm3","MeasurementObservation","platelet_ct","10*3/uL","OMOP:4267147","phv00127609","JHS EXAM 1","","","","",1,1,1,1,0,0,1
"aric","platelet count","phv00294958","phs000280","pht006422","platelet count, plt [complete blood count, cbc, visit 5]","10*3/mm3","MeasurementObservation","platelet_ct","10*3/uL","OMOP:4267147","phv00294953","ARIC EXAM 5","","","","",1,1,1,1,0,0,1
"jhs","white blood cell count","phv00127631","phs000286","pht001959","white blood cells th/cmm [visit 1]","10*3/mm3","MeasurementObservation","whtbld_ct","10*3/uL","OBA:VT0000217","phv00127609","JHS EXAM 1","","","","",1,1,1,1,0,0,1
"aric","white blood cell count","phv00207272","phs000280","pht004108","white blood count x1000/mm3 (mav). q3 [hematology form. hmtb. visit 2]","10*3/mm3","MeasurementObservation","whtbld_ct","10*3/uL","OBA:VT0000217","phv00207283","ARIC EXAM 2","","","","",1,1,1,1,0,0,1
"aric","platelet count","phv00207258","phs000280","pht004107","platelet count x1000/mm3 (mav). q4 [hematology form. hmta. visit 1]","10*3/mm3","MeasurementObservation","platelet_ct","10*3/uL","OMOP:4267147","phv00207267","ARIC EXAM 1","","","","",1,1,1,1,0,0,1
"jhs","basophils count","phv00127631","phs000286","pht001959","white blood cells th/cmm [visit 1]","10*3/mm3","MeasurementObservation","basophil_ncnc_bld","10*3/uL","OBA:VT0002607","phv00127609","JHS EXAM 1","","","","",1,1,1,1,0,0,1
"aric","platelet count","phv00207273","phs000280","pht004108","platelet count x1000/mm3 (mav). q4 [hematology form. hmtb. visit 2]","10*3/mm3","MeasurementObservation","platelet_ct","10*3/uL","OMOP:4267147","phv00207283","ARIC EXAM 2","","","","",1,1,1,1,0,0,1
"aric","lymphocytes count","phv00207272","phs000280","pht004108","white blood count x1000/mm3 (mav). q3 [hematology form. hmtb. visit 2]","10*3/mm3","MeasurementObservation","lympho_ct","10*3/uL","OBA:VT0000217","phv00207283","ARIC EXAM 2","","","","",1,1,1,1,0,0,1
"jhs","lymphocytes count","phv00127631","phs000286","pht001959","white blood cells th/cmm [visit 1]","10*3/mm3","MeasurementObservation","lympho_ct","10*3/uL","OBA:VT0000217","phv00127609","JHS EXAM 1","","","","",1,1,1,1,0,0,1
"aric","white blood cell count","phv00294954","phs000280","pht006422","white blood cell count, wbc [complete blood count, cbc, visit 5]","10*3/mm3","MeasurementObservation","whtbld_ct","10*3/uL","OBA:VT0000217","phv00294953","ARIC EXAM 5","","","","",1,1,1,1,0,0,1
"aric","lymphocytes count","phv00294954","phs000280","pht006422","white blood cell count, wbc [complete blood count, cbc, visit 5]","10*3/mm3","MeasurementObservation","lympho_ct","10*3/uL","OBA:VT0000217","phv00294953","ARIC EXAM 5","","","","",1,1,1,1,0,0,1
