cohort,bdchm_label,phv,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,participantidphv,associatedvisit,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good,varlist,bad_map,expr,add_var_units,note,added_phv
"fhs","fruits","phv00477371","pht010751","derived field:apple juice/cider","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477934","pht010752","derived field:apple juice/cider","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478495","pht010753","derived field:apple juice/cider","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477370","pht010751","derived field:apples/pears, fresh","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477933","pht010752","derived field:apples/pears, fresh","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478494","pht010753","derived field:apples/pears, fresh","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477367","pht010751","derived field:bananas","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477930","pht010752","derived field:bananas","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478491","pht010753","derived field:bananas","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477378","pht010751","derived field:blueberries","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477941","pht010752","derived field:blueberries","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478502","pht010753","derived field:blueberries","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477368","pht010751","derived field:cantaloupe","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477931","pht010752","derived field:cantaloupe","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478492","pht010753","derived field:cantaloupe","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477374","pht010751","derived field:grapefruit","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477937","pht010752","derived field:grapefruit","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478498","pht010753","derived field:grapefruit","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477375","pht010751","derived field:grapefruit juice","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477938","pht010752","derived field:grapefruit juice","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478499","pht010753","derived field:grapefruit juice","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477373","pht010751","derived field:orange juice","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477936","pht010752","derived field:orange juice","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478497","pht010753","derived field:orange juice","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477372","pht010751","derived field:oranges","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477935","pht010752","derived field:oranges","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478496","pht010753","derived field:oranges","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477376","pht010751","derived field:other fruit juice","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477939","pht010752","derived field:other fruit juice","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478500","pht010753","derived field:other fruit juice","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477379","pht010751","derived field:peaches","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477942","pht010752","derived field:peaches","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478503","pht010753","derived field:peaches","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477366","pht010751","derived field:prunes","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477929","pht010752","derived field:prunes","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478490","pht010753","derived field:prunes","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477365","pht010751","derived field:raisins","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477928","pht010752","derived field:raisins","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478489","pht010753","derived field:raisins","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477377","pht010751","derived field:strawberries","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477940","pht010752","derived field:strawberries","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478501","pht010753","derived field:strawberries","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477369","pht010751","derived field:watermelon","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477932","pht010752","derived field:watermelon","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478493","pht010753","derived field:watermelon","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00522375","pht012893","did you eat or drink the following products in the last 7 days?: fruit juice (orange, apple, cranberry, prune, etc.)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00522381","pht012893","did you eat or drink the following products in the last 7 days?: fruits (no juice) (apples, raisins, bananas, oranges, strawberries, blueberries, etc. (frozen or fresh)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00369433","pht007770","es fruit component score","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00369463","pht007771","es fruit component score","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00369493","pht007772","es fruit component score","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00369523","pht007773","es fruit component score","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00369553","pht007774","es fruit component score","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00156813","pht002150","ffq: apple juice or cider","smallglass","MeasurementObservation","fruit_serving","{#}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00162173","pht002350","ffq: apple juice or cider","smallglass","MeasurementObservation","fruit_serving","{#}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00172500","pht002900","ffq: apple juice or cider","smallglass","MeasurementObservation","fruit_serving","{#}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00476982","pht010751","ffq: apple juice or cider","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477545","pht010752","ffq: apple juice or cider","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068302","pht000681","ffq: apple juice or cider (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068870","pht000682","ffq: apple juice or cider (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00069912","pht000680","ffq: apple juice or cider (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157446","pht002151","ffq: apple juice or cider (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157923","pht002152","ffq: apple juice or cider (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00158240","pht002153","ffq: apple juice or cider (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478108","pht010753","ffq: apple juice or cider (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478716","pht010754","ffq: apple juice or cider (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00523707","pht012909","ffq: apple juice or cider (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00524069","pht012910","ffq: apple juice or cider (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00172509","pht002900","ffq: apricots ( 1 fresh, 1/2 cup canned or 5 dried)","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478725","pht010754","ffq: apricots (1 fresh, 1/2 cup canned, or 5 dried)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00524078","pht012910","ffq: apricots (1 fresh, 1/2 cup canned, or 5 dried)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00172498","pht002900","ffq: avocado","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478714","pht010754","ffq: avocado (1/2 fruit or 1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00524067","pht012910","ffq: avocado (1/2 fruit or 1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00156809","pht002150","ffq: bananas","1banana","MeasurementObservation","fruit_serving","{#}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00162169","pht002350","ffq: bananas","1banana","MeasurementObservation","fruit_serving","{#}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00172496","pht002900","ffq: bananas","1banana","MeasurementObservation","fruit_serving","{#}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00476978","pht010751","ffq: bananas","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477541","pht010752","ffq: bananas","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068298","pht000681","ffq: bananas (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068866","pht000682","ffq: bananas (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00069909","pht000680","ffq: bananas (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157442","pht002151","ffq: bananas (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157919","pht002152","ffq: bananas (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00158236","pht002153","ffq: bananas (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478104","pht010753","ffq: bananas (1)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478712","pht010754","ffq: bananas (1)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00523703","pht012909","ffq: bananas (1)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00524065","pht012910","ffq: bananas (1)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00156820","pht002150","ffq: blueberries","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00162180","pht002350","ffq: blueberries","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00476989","pht010751","ffq: blueberries","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477552","pht010752","ffq: blueberries","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068309","pht000681","ffq: blueberries (1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068877","pht000682","ffq: blueberries (1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00069919","pht000680","ffq: blueberries (1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157453","pht002151","ffq: blueberries (1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157930","pht002152","ffq: blueberries (1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00158247","pht002153","ffq: blueberries (1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478115","pht010753","ffq: blueberries (1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478723","pht010754","ffq: blueberries (1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00523714","pht012909","ffq: blueberries (1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00524076","pht012910","ffq: blueberries (1/2 cup)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00172507","pht002900","ffq: blueberries, fresh, frozen or canned","1/2cup","MeasurementObservation","fruit_serving","{#}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478718","pht010754","ffq: calcium fortified oj (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00524071","pht012910","ffq: calcium fortified oj (small glass)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00156810","pht002150","ffq: cantaloupe","1/4melon","MeasurementObservation","fruit_serving","{#}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00162170","pht002350","ffq: cantaloupe","1/4melon","MeasurementObservation","fruit_serving","{#}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00172497","pht002900","ffq: cantaloupe","1/4melon","MeasurementObservation","fruit_serving","{#}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00476979","pht010751","ffq: cantaloupe","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477542","pht010752","ffq: cantaloupe","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068299","pht000681","ffq: cantaloupe (1/4 melon)","","MeasurementObservation","fruit_serving","{#}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068867","pht000682","ffq: cantaloupe (1/4 melon)","","MeasurementObservation","fruit_serving","{#}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00069910","pht000680","ffq: cantaloupe (1/4 melon)","","MeasurementObservation","fruit_serving","{#}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157443","pht002151","ffq: cantaloupe (1/4 melon)","","MeasurementObservation","fruit_serving","{#}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157920","pht002152","ffq: cantaloupe (1/4 melon)","","MeasurementObservation","fruit_serving","{#}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00158237","pht002153","ffq: cantaloupe (1/4 melon)","","MeasurementObservation","fruit_serving","{#}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478105","pht010753","ffq: cantaloupe (1/4 melon)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478713","pht010754","ffq: cantaloupe (1/4 melon)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00523704","pht012909","ffq: cantaloupe (1/4 melon)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00524066","pht012910","ffq: cantaloupe (1/4 melon)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00156812","pht002150","ffq: fresh apples or pears","1appleorpear","MeasurementObservation","fruit_serving","{#}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00162172","pht002350","ffq: fresh apples or pears","1appleorpear","MeasurementObservation","fruit_serving","{#}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00172499","pht002900","ffq: fresh apples or pears","1fruit","MeasurementObservation","fruit_serving","{#}/wk","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00476981","pht010751","ffq: fresh apples or pears","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477544","pht010752","ffq: fresh apples or pears","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068301","pht000681","ffq: fresh apples or pears (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068869","pht000682","ffq: fresh apples or pears (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157445","pht002151","ffq: fresh apples or pears (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157922","pht002152","ffq: fresh apples or pears (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00158239","pht002153","ffq: fresh apples or pears (1)","","MeasurementObservation","fruit_serving","{#}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478107","pht010753","ffq: fresh apples or pears (1)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478715","pht010754","ffq: fresh apples or pears (1)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00523706","pht012909","ffq: fresh apples or pears (1)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00524068","pht012910","ffq: fresh apples or pears (1)","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068311","pht000681","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00068879","pht000682","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00069921","pht000680","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00156822","pht002150","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157455","pht002151","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00157932","pht002152","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00158249","pht002153","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00162182","pht002350","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00476991","pht010751","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477554","pht010752","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478117","pht010753","ffq: fruit section pass through indicator","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00478708","pht010754","ffq: fruits pass through bubble","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00524225","pht012910","ffq: fruits pass through bubble","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00156816","pht002150","ffq: grapefruit","1/2agrapefruit","MeasurementObservation","fruit_serving","{#}/wk","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00162176","pht002350","ffq: grapefruit","1/2agrapefruit","MeasurementObservation","fruit_serving","{#}/wk","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00476985","pht010751","ffq: grapefruit","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","fruits","phv00477548","pht010752","ffq: grapefruit","","MeasurementObservation","fruit_serving","{#}/wk","","","","","",,,1,,0,0,0,"","","","","",""
